ime,cena,kolicina,procent_alkohola,cena_na_enoto
Old Pulteney 15 Year Old,67.95,70,0.46,97.07 per litre
The Deveron 18 Year Old,68.95,70,0.4,98.50 per litre
 Tomatin 2011,69.95,70,0.57,99.93 per litre
 Glen Garioch 1997,69.95,70,0.57,99.93 per litre
 Glendronach Cask Strength,69.95,70,0.58,99.93 per litre
 Ballechin 2008,69.95,50,0.61,139.90 per litre
Loch Lomond 18 Year Old,63.95,70,0.46,91.36 per litre
 Macduff 2008,69.95,70,0.46,99.93 per litre
 Croftengea 2007,69.95,70,0.46,99.93 per litre
 Edradour 2009,70.95,50,0.56,141.90 per litre
 Ballechin 2009,70.95,50,0.6,141.90 per litre
 Edradour 2010,70.95,50,0.57,141.90 per litre
 Ardmore 2010,70.95,70,0.54,101.36 per litre
 Croftengea 2007,71.95,70,0.54,102.79 per litre
 Croftengea 2010,71.95,70,0.48,102.79 per litre
Balblair 15 Year Old,66.95,70,0.46,95.64 per litre
 Teaninich 2007,72.95,70,0.57,104.21 per litre
Dalmore Dominium,73.25,70,0.43,104.64 per litre
 Glenmorangie Spios,74.95,70,0.46,107.07 per litre
 Balblair 2005,74.95,70,0.46,107.07 per litre
 Deanston 18 Year Old,74.95,70,0.46,107.07 per litre
 Inchmoan 2007,74.95,70,0.55,107.07 per litre
 Oban 2005,74.95,70,0.43,107.07 per litre
 Teaninich 2008,74.95,70,0.6,107.07 per litre
 Glenmorangie 12 Year Old,74.95,70,0.47,107.07 per litre
AnCnoc 18 Year Old,75.95,70,0.46,108.50 per litre
 Glenmorangie Astar,76.95,70,0.53,109.93 per litre
Wolfburn Batch 128,78.95,70,0.46,112.79 per litre
Wolfburn Batch 270,78.95,70,0.46,112.79 per litre
 Glenmorangie Allta,78.95,70,0.51,112.79 per litre
 Edradour 2008,78.95,70,0.56,112.79 per litre
Inchmurrin 18 Year Old,79.95,70,0.46,114.21 per litre
 Edradour 2009,79.95,50,0.57,159.90 per litre
AnCnoc Peaty,79.95,70,0.46,114.21 per litre
 Deanston 2008,79.95,70,0.67,114.21 per litre
 Teaninich 2007,79.95,70,0.57,114.21 per litre
 Tomatin 2006,79.95,70,0.58,114.21 per litre
 Tomatin 2006,80.95,70,0.46,115.64 per litre
Dalmore Cigar Malt,81.95,70,0.44,117.07 per litre
Glencadam 18 Year Old,83.95,70,0.46,119.93 per litre
Glenmorangie Bacalta,84.95,70,0.46,121.36 per litre
 Croftengea 2005,84.95,70,0.57,121.36 per litre
 Teaninich 2005,84.95,70,0.56,121.36 per litre
Royal Brackla 16 Year Old,85.95,70,0.4,122.79 per litre
Glenmorangie The Cadboll,86.95,100,0.43,
 Deanston 2002,88.95,70,0.55,127.07 per litre
 Deanston 2007,88.95,70,0.65,127.07 per litre
 Deanston 2006,88.95,70,0.56,127.07 per litre
Glengoyne 18 Year Old,89.95,70,0.43,128.50 per litre
 Ardmore 1998,91.95,70,0.43,131.36 per litre
 Dalmore 2005,93.95,70,0.58,134.21 per litre
 Glenturret 2005,93.95,70,0.54,134.21 per litre
 Tomatin 18 Year Old,94.95,70,0.46,135.64 per litre
Glencadam 21 Year Old,99.95,70,0.46,142.79 per litre
 Glenmorangie Tusail,99.95,70,0.46,142.79 per litre
 Balblair 21 Year Old,99.95,70,0.43,142.79 per litre
 Glencadam 2003,99.95,70,0.63,142.79 per litre
 Deanston 14 Year Old,99.95,70,0.58,142.79 per litre
 Dalmore 2005,99.95,70,0.58,142.79 per litre
 Glendronach 18 Year Old,105.0,70,0.46,150 per litre
 Deanston 2002,105.0,70,0.5,150 per litre
 Glenmorangie,110.0,70,0.46,157.14 per litre
Glencadam 19 Year Old Oloroso Sherry Finish,111.0,70,0.46,158.57 per litre
Old Pulteney 18 Year Old,112.0,70,0.46,160 per litre
 Ben Nevis 10 Year Old Cask Strength,115.0,70,0.62,164.29 per litre
 Inchfad 2005,115.0,70,0.57,164.29 per litre
 Inchfad 2005,115.0,70,0.57,164.29 per litre
Balblair 18 Year Old,105.0,70,0.46,150 per litre
 Ardmore 2006,120.0,70,0.52,171.43 per litre
 Glencadam 1991,125.0,70,0.46,178.57 per litre
Glen Garioch 15 Year Old Sherry Cask,125.0,70,0.54,178.57 per litre
 Aberfeldy 20 Year Old,125.0,70,0.43,178.57 per litre
 Deanston 1999,130.0,70,0.53,185.71 per litre
 Ardmore 1998,130.0,70,0.51,185.71 per litre
Compass Box Myths and Legends I,130.0,70,0.46,185.71 per litre
 Deanston 2002,132.0,70,0.49,188.57 per litre
 Old Fettercairn 10 Year Old,135.0,75,0.43,180 per litre
 Ardmore 1997,135.0,70,0.49,192.86 per litre
Loch Lomond 21 Year Old,135.0,70,0.46,192.86 per litre
 Glengoyne 21 Year Old,140.0,70,0.43,200 per litre
 Deanston 8 Year Old,140.0,75,0.4,186.67 per litre
Wolfburn Kylver Series Release 3,140.0,70,0.5,200 per litre
Aberfeldy 21 Year Old,141.0,70,0.4,201.43 per litre
 Aberfeldy 21 Year Old,141.0,70,0.4,201.43 per litre
 Ardmore 1997,143.0,70,0.58,204.29 per litre
 Deanston 1999,145.0,70,0.49,207.14 per litre
 Deanston 1999,145.0,70,0.51,207.14 per litre
 Glencadam 1998,145.0,70,0.54,207.14 per litre
 Glendronach 21 Year Old Parliament,148.0,70,0.48,211.43 per litre
 Glenglassaugh 12 Year Old,150.0,70,0.43,214.29 per litre
 Tomatin 18 Year Old,150.0,70,0.46,214.29 per litre
 Macduff 1997,150.0,70,0.51,214.29 per litre
Wolfburn Kylver Series Release 4,150.0,70,0.5,214.29 per litre
Glenmorangie Signet,155.0,70,0.46,221.43 per litre
Royal Lochnagar Selected Reserve,155.0,70,0.43,221.43 per litre
 Deanston 1995,158.0,70,0.5,225.71 per litre
 Deanston 1999,160.0,70,0.53,228.57 per litre
 Ardmore 2002,160.0,70,0.53,228.57 per litre
 Ardmore 1997,160.0,70,0.51,228.57 per litre
 Fettercairn 1998,160.0,70,0.56,228.57 per litre
 Tullibardine 1993,168.0,70,0.46,240 per litre
Tomatin Decades II,168.0,70,0.46,240 per litre
Fettercairn 22 Year Old,170.0,70,0.47,242.86 per litre
 Tullibardine 5 Year Old,175.0,75,0.4,233.33 per litre
 Deanston Malt,175.0,75,0.4,233.33 per litre
 Tomatin 5 Year Old,175.0,75,0.43,233.33 per litre
 Tullibardine 5 Year Old,175.0,75,0.4,233.33 per litre
 Tullibardine 5 Year Old,175.0,75,0.4,233.33 per litre
 Clynelish 1997 Distillers Edition,175.0,70,0.46,250 per litre
 Glenmorangie Milsean,175.0,70,0.46,250 per litre
Dalmore King Alexander III,170.0,70,0.4,242.86 per litre
 Edradour 2000,185.0,70,0.47,264.29 per litre
 Tomatin 1997,190.0,70,0.53,271.43 per litre
Royal Brackla 21 Year Old,192.0,70,0.4,274.29 per litre
 Edradour 1999,195.0,70,0.56,278.57 per litre
 Glenmorangie Astar,199.0,70,0.57,284.29 per litre
 Fettercairn 1988,199.0,70,0.49,284.29 per litre
 Aberfeldy 1991,210.0,70,0.43,300 per litre
 Blair Athol 8 Year Old,220.0,75,0.4,293.33 per litre
 Blair Athol 8 Year Old,225.0,75,0.4,300 per litre
Glen Ord 12 Year Old,225.0,75,0.43,300 per litre
 Blair Athol 8 Year Old,225.0,75,0.4,300 per litre
 Glenmorangie 10 Year Old,225.0,100,0.43,
 Glencadam 25 Year Old,225.0,70,0.46,321.43 per litre
Glen Garioch 12 Year Old,225.0,70,0.4,321.43 per litre
Royal Brackla 18 Year Old PX Cask,226.0,70,0.46,322.86 per litre
 Blair Athol 1988,230.0,70,0.51,328.57 per litre
 Loch Lomond 2002 Christie Kerr,250.0,70,0.48,357.14 per litre
 Royal Lochnagar 17 Year Old,250.0,70,0.56,357.14 per litre
 Tomatin 1990,255.0,70,0.5,364.29 per litre
 Clynelish 1995,260.0,70,0.55,371.43 per litre
 Royal Brackla 20 Year Old,260.0,70,0.53,371.43 per litre
 Royal Brackla 20 Year Old,260.0,70,0.53,371.43 per litre
 Teaninich 1999,265.0,70,0.56,378.57 per litre
 Glenmorangie 18 Year Old,275.0,70,0.43,392.86 per litre
 Glengoyne 8 Year Old,275.0,75.7,0.4,363.28 per litre
 Blair Athol 1988,275.0,70,0.48,392.86 per litre
 Edradour 1995,280.0,70,0.56,400 per litre
 Fettercairn 1988,280.0,70,0.57,400 per litre
 Clynelish 1995,285.0,70,0.56,407.14 per litre
 Glendronach 1993,285.0,70,0.53,407.14 per litre
 Tullibardine 1993,295.0,70,0.55,421.43 per litre
 Dalmore 12 Year Old,299.0,75,0.4,398.67 per litre
 Glen Deveron 8 Year Old,299.0,75,0.4,398.67 per litre
 Glenmorangie 10 Year Old,299.0,70,0.57,427.14 per litre
 Dalmore 12 Year Old,299.0,75,0.4,398.67 per litre
 Dalmore 12 Year Old,299.0,75,0.43,398.67 per litre
 Deanston Mill 8 Year Old,299.0,75,0.4,398.67 per litre
 Blair Athol 8 Year Old,299.0,75,0.4,398.67 per litre
 Dalmore 12 Year Old,299.0,70,0.4,427.14 per litre
 Oban 14 Year Old,299.0,100,0.43,
 Dalmore 12 Year Old,299.0,70,0.43,427.15 per litre
 Glengoyne 25 Year Old,315.0,70,0.48,450 per litre
 Ardmore 1988,315.0,70,0.5,450 per litre
 Old Fettercairn 26 Year Old,325.0,70,0.45,464.29 per litre
 Fettercairn 1988,325.0,70,0.48,464.29 per litre
 Tomatin 30 Year Old,335.0,70,0.46,478.57 per litre
Glenesk 5 Year Old,350.0,75,0.4,466.67 per litre
 Glenesk 12 Year Old,350.0,75,0.4,466.67 per litre
 Glenmorangie 10 Year Old,350.0,100,0.57,
 Glenesk 1982,350.0,70,0.4,500 per litre
 Glenmorangie 1993,350.0,70,0.57,500 per litre
 Glenesk 12 Year Old,350.0,75,0.4,466.67 per litre
 Glenesk 12 Year Old,350.0,75,0.4,466.67 per litre
 Glenmorangie 1992,350.0,70,0.57,500 per litre
 Glenesk 12 Year Old,350.0,75,0.4,466.67 per litre
 Glen Esk 1984,350.0,70,0.49,500 per litre
Glenturret 30 Year Old,350.0,70,0.43,500 per litre
 Ord 12 Year Old,375.0,75.7,0.4,495.38 per litre
 Dalmore 12 Year Old,375.0,100,0.43,
 Deanston Mill,375.0,75,0.4,500 per litre
 Blair Athol 1993,375.0,70,0.58,535.71 per litre
 Clynelish 1993,375.0,70,0.52,535.71 per litre
 Dalmore 12 Year Old,375.0,100,0.43,
 Dalmore 12 Year Old,375.0,100,0.43,
 Old Pulteney 25 Year Old,380.0,70,0.46,542.86 per litre
 Clynelish 14 Year Old,399.0,70,0.43,570 per litre
 Glenesk 1984,399.0,70,0.43,570 per litre
 Glendronach 8 Year Old,399.0,75,0.4,532 per litre
 Glenturret 8 Year Old,399.0,75,0.43,532 per litre
 Glenturret 8 Year Old,399.0,75,0.43,532 per litre
 Glenturret 8 Year Old,399.0,75,0.43,532 per litre
 Tomatin 1984,399.0,70,0.45,570 per litre
 Fettercairn 875,399.0,75,0.43,532 per litre
 Glencadam St. Michael,399.0,70,0.4,570 per litre
 Old Pulteney 25 Year Old,399.0,70,0.46,570 per litre
 Blair Athol 12 Year Old,399.0,70,0.43,570 per litre
 Glenturret 7 Year Old,425.0,75,0.43,566.67 per litre
Glen Ord 28 Year Old,450.0,70,0.58,642.86 per litre
 North Port 1970,450.0,75,0.4,600 per litre
 Glenesk 1984,450.0,70,0.43,642.86 per litre
 Banff 1974,450.0,75,0.4,600 per litre
 Clynelish 18 Year Old,450.0,70,0.51,642.86 per litre
 Tomatin 1965,450.0,70,0.46,642.86 per litre
 Tomatin 1976,450.0,70,0.46,642.86 per litre
 Tomatin 1976,450.0,70,0.46,642.86 per litre
Loch Lomond 30 Year Old,450.0,70,0.47,642.86 per litre
 Lochside 1981,450.0,70,0.46,642.86 per litre
Fettercairn 28 Year Old,460.0,70,0.42,657.14 per litre
 Glenmorangie Finealta,475.0,70,0.46,678.57 per litre
 Clynelish Select Reserve,490.0,70,0.55,700 per litre
 Old Pulteney 1983,495.0,70,0.46,707.14 per litre
Balblair 25 Year Old,499.0,70,0.46,712.86 per litre
 Fettercairn 875,500.0,75,0.43,666.67 per litre
 Glenmorangie 1993 Ealanta,500.0,70,0.46,714.29 per litre
 Glen Deveron 15 Year Old,500.0,70,0.4,714.29 per litre
Dalmore Custodian Malt,500.0,70,0.52,714.29 per litre
 Lochside 1981,500.0,75,0.5,666.67 per litre
 Lochside 1981,500.0,70,0.5,714.29 per litre
 Lochside 1981,500.0,70,0.5,714.29 per litre
 Blair Athol 15 Year Old,550.0,70,0.59,785.71 per litre
 Glenury Royal 12 Year Old,550.0,75.7,0.4,726.55 per litre
 Glenmorangie 1993,550.0,70,0.46,785.71 per litre
 Clynelish Select Reserve 2nd Edition,550.0,70,0.56,785.71 per litre
 Millburn 1983,550.0,70,0.59,785.71 per litre
 Glenmorangie 10 Year Old,550.0,200,0.4,275 per litre
 Glendronach 1992,550.0,70,0.48,785.71 per litre
 Teaninich 1983,575.0,70,0.57,821.43 per litre
Glenmorangie Grand Vintage 1996,595.0,70,0.43,850 per litre
 Tomatin 36 Year Old,599.0,70,0.46,855.71 per litre
 Tomatin 36 Year Old,599.0,70,0.46,855.71 per litre
 Dalmore 12 Year Old,600.0,75,0.43,800 per litre
Glenmorangie Original 1974,600.0,50,0.43,"1,200 per litre"
 Glenmorangie 1979,600.0,70,0.4,857.14 per litre
 Glenmorangie Port Wood,600.0,70,0.47,857.14 per litre
 Glenesk 1974,600.0,70,0.53,857.14 per litre
 Glencadam 12 Year Old,600.0,75,0.4,800 per litre
 Glenesk 1974,600.0,70,0.53,857.14 per litre
 Glendronach 8 Year Old,600.0,75,0.4,800 per litre
 Lochside 1981,600.0,70,0.51,857.14 per litre
 Glencadam 12 Year Old,650.0,75,0.4,866.67 per litre
 Glenesk Maltings 1969,650.0,75,0.6,866.67 per litre
Glenmorangie Cognac Matured,650.0,70,0.43,928.57 per litre
 Brechin 1976,650.0,70,0.6,928.57 per litre
 Brechin 1977,650.0,70,0.53,928.57 per litre
 Glenmorangie 10 Year Old,650.0,75,0.43,866.67 per litre
 Tomatin 36 Year Old,650.0,70,0.46,928.57 per litre
 Lochside 1981,650.0,70,0.46,928.57 per litre
 Clynelish 1982,650.0,70,0.46,928.57 per litre
 Millburn 1983,650.0,70,0.6,928.57 per litre
 Glen Mhor 1965,660.0,70,0.43,942.86 per litre
 North Port Brechin 1974,675.0,75,0.43,900 per litre
 Millburn 1974,699.0,70,0.59,998.57 per litre
 North Port Brechin 1979,699.0,70,0.61,998.57 per litre
 Glenury 1978,699.0,70,0.43,998.57 per litre
 Glen Flagler 5 Year Old,699.0,200,0.4,349.50 per litre
 Glenesk 1983,699.0,70,0.56,998.57 per litre
 Banff 1982,700.0,70,0.57,"1,000 per litre"
 Glenesk 1974,700.0,70,0.48,"1,000 per litre"
 Glenugie 1967,700.0,70,0.4,"1,000 per litre"
 Glenugie 1967,700.0,70,0.4,"1,000 per litre"
 Ben Nevis 1991,700.0,70,0.61,"1,000 per litre"
Glengoyne 30 Year Old,720.0,70,0.47,"1,028.57 per litre"
 Glen Albyn 10 Year Old,750.0,75,0.43,"1,000 per litre"
 Glenmorangie 1988,750.0,70,0.57,"1,071.43 per litre"
 Glenmorangie 1991,750.0,70,0.56,"1,071.43 per litre"
 Glenmorangie 1993,750.0,70,0.56,"1,071.43 per litre"
 Glenmorangie 25 Year Old,750.0,70,0.43,"1,071.43 per litre"
 Glen Mhor 10 Year Old,750.0,75,0.43,"1,000 per litre"
 Glenugie 1976,750.0,70,0.5,"1,071.43 per litre"
 Millburn 1975,750.0,70,0.59,"1,071.43 per litre"
 Glenugie 1966,750.0,75,0.4,"1,000 per litre"
 Lochside 1966,750.0,75,0.4,"1,000 per litre"
 Glen Garioch 1975,750.0,75,0.43,"1,000 per litre"
 Glenugie 1966,750.0,75,0.4,"1,000 per litre"
 Old Pulteney 8 Year Old,750.0,75,0.4,"1,000 per litre"
 Glenury Royal 1973,750.0,70,0.54,"1,071.43 per litre"
 Glenugie 1976,750.0,70,0.52,"1,071.43 per litre"
 Macduff 1963,750.0,75,0.4,"1,000 per litre"
 Teaninich 12 Year Old,750.0,70,0.43,"1,071.43 per litre"
 Glenmorangie 10 Year Old,750.0,75,0.4,"1,000 per litre"
 Glenugie 1965,750.0,70,0.43,"1,071.43 per litre"
 Glenlochy 1980,750.0,70,0.6,"1,071.43 per litre"
 Glen Mhor 10 Year Old,750.0,75,0.43,"1,000 per litre"
 Lochside 1966,750.0,75,0.4,"1,000 per litre"
 Glenmorangie 25 Year Old,750.0,70,0.43,"1,071.43 per litre"
 Glenugie 1966,750.0,75,0.4,"1,000 per litre"
 Glenugie 1965,750.0,70,0.43,"1,071.43 per litre"
 Glenmorangie 1987,750.0,70,0.56,"1,071.43 per litre"
 SMWS 78.17 (Ben Nevis),750.0,70,0.64,"1,071.43 per litre"
 Tomatin 1975,750.0,70,0.56,"1,071.43 per litre"
 Hillside 1971,799.0,70,0.62,"1,141.43 per litre"
 Glenmorangie 1974,800.0,75,0.43,"1,066.67 per litre"
 Glenmorangie 1975,800.0,75,0.43,"1,066.67 per litre"
 Brora 1982,800.0,70,0.43,"1,142.86 per litre"
 Glenmorangie 1974,800.0,75,0.43,"1,066.67 per litre"
 Glenesk 1979,800.0,70,0.46,"1,142.86 per litre"
 Glenmorangie 1974,800.0,75,0.43,"1,066.67 per litre"
 Glenmorangie 16 Year Old,850.0,70,0.56,"1,214.28 per litre"
 Brora 1981,850.0,70,0.43,"1,214.29 per litre"
 Glenury Royal 1984,850.0,70,0.46,"1,214.29 per litre"
 Brora 1981,850.0,70,0.46,"1,214.29 per litre"
Wolfburn Inaugural Special Edition 2016,850.0,70,0.46,"1,214.29 per litre"
 Brora 1981,850.0,70,0.43,"1,214.29 per litre"
 Old Fettercairn 1967,850.0,70,0.4,"1,214.29 per litre"
 Teaninich 1975,880.0,70,0.4,"1,257.14 per litre"
 Glenugie 1966,900.0,75,0.4,"1,200 per litre"
 Glenugie 1966,900.0,75,0.4,"1,200 per litre"
 Brora 1981,900.0,70,0.46,"1,285.71 per litre"
 Brora 1981,900.0,70,0.46,"1,285.71 per litre"
 Glenglassaugh 1978,900.0,70,0.48,"1,285.71 per litre"
 Glendronach 12 Year Old,950.0,75,0.4,"1,266.67 per litre"
 Balblair 33 Year Old + Glass,950.0,70,0.45,"1,357.15 per litre"
 Glenugie 1973,1000.0,70,0.54,"1,428.57 per litre"
 SMWS 78.8 (Ben Nevis),1000.0,75,0.56,"1,333.33 per litre"
 SMWS 78.7 (Ben Nevis),1000.0,75,0.57,"1,333.33 per litre"
 Brora 1981,1000.0,70,0.5,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.5,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.5,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.5,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.46,"1,428.57 per litre"
 Glenmorangie 1981,1000.0,70,0.55,"1,428.57 per litre"
Glenmorangie Claret Finish,1000.0,70,0.43,"1,428.57 per litre"
 Glen Mhor 1965,1000.0,70,0.49,"1,428.57 per litre"
 Glenury Royal 1968,1000.0,70,0.51,"1,428.57 per litre"
 Glenury Royal 1971,1000.0,70,0.61,"1,428.57 per litre"
 Loch Lomond 1966,1000.0,70,0.47,"1,428.57 per litre"
 Brora 1981,1000.0,50,0.58,"2,000 per litre"
 Brora 1981,1000.0,70,0.54,"1,428.57 per litre"
 Glenury Royal 1970,1000.0,70,0.58,"1,428.57 per litre"
 Glenlochy 1968,1000.0,70,0.43,"1,428.57 per litre"
 Hillside 1970,1000.0,75,0.61,"1,333.33 per litre"
 Glenesk,1000.0,75,0.4,"1,333.33 per litre"
 Dalmore 28 Year Old,1000.0,75,0.45,"1,333.33 per litre"
 Brora 1981,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.46,"1,428.57 per litre"
 Royal Lochnagar 1969,1000.0,75,0.4,"1,333.33 per litre"
 Millburn 1966,1000.0,75,0.4,"1,333.33 per litre"
 Glen Flagler 8 Year Old,1000.0,75,0.4,"1,333.33 per litre"
Balblair 33 Year Old Gift Set,1000.0,75,0.45,"1,333.33 per litre"
 Glenlochy 1979,1000.0,70,0.46,"1,428.57 per litre"
 North Port Brechin 1974,1000.0,75,0.66,"1,333.33 per litre"
