ime,cena,kolicina,procent_alkohola,cena_na_enoto
Personalised 10 Year Old Scotch Whisky,69.95,70,0.54,99.93 per litre
Bruichladdich Bere Barley 2010,71.25,70,0.5,101.79 per litre
Bruichladdich Organic 2010,71.25,70,0.5,101.79 per litre
Bruichladdich Organic 2009,67.95,70,0.5,97.07 per litre
 Port Askaig 12 Year Old,72.95,70,0.46,104.21 per litre
 Kilchoman Fino Sherry Cask,73.75,70,0.46,105.36 per litre
 Kilchoman 2010 Vintage,73.95,70,0.48,105.64 per litre
 Laphroaig 10 Year Old,73.95,70,0.6,105.64 per litre
Bn3 – Elements of Islay,74.95,50,0.56,149.90 per litre
"Bowmore Vault Edition First Release ""Atlantic Sea Salt""",74.95,70,0.52,107.07 per litre
 Kilchoman 100% Islay,74.95,70,0.5,107.07 per litre
 Caol Ila 2008,74.95,70,0.58,107.07 per litre
 Caol Ila 2007,76.25,70,0.55,108.93 per litre
Bowmore 18 Year Old,79.95,70,0.43,114.21 per litre
Bunnahabhain Cruach-Mhona,79.95,100,0.5,
Br5 - Elements of Islay,79.95,50,0.54,159.90 per litre
 Laphroaig PX Cask,79.95,100,0.48,
Lg6 - Elements of Islay,79.95,50,0.54,159.90 per litre
 Laphroaig Lore,79.95,70,0.48,114.21 per litre
Caol Ila 18 Year Old,81.95,70,0.43,117.07 per litre
 Caol Ila 2012,82.95,70,0.6,118.50 per litre
 Bowmore 18 Year Old,73.95,70,0.43,105.64 per litre
 Laphroaig 10 Year Old,83.95,70,0.59,119.93 per litre
Br6 - Elements of Islay,84.95,50,0.5,169.90 per litre
Laphroaig The 1815,84.95,70,0.48,121.36 per litre
 Bunnahabhain Staoisha 2013,86.95,70,0.53,124.21 per litre
 Lagavulin 2003,87.95,70,0.43,125.64 per litre
 Caol Ila 2000,89.95,70,0.61,128.50 per litre
Port Charlotte 2010 OLC:01 Heavily Peated,89.95,70,0.55,128.50 per litre
 Caol Ila 15 Year Old Unpeated,94.95,70,0.59,135.64 per litre
 Caol Ila 18 Year Old,97.95,70,0.6,139.93 per litre
Ma2 - Elements of Islay,99.95,50,0.55,199.90 per litre
 Lagavulin 2002 Distillers Edition,99.95,70,0.43,142.79 per litre
 Caol Ila 2010,102.0,70,0.6,145.71 per litre
 Caol Ila 17 Year Old,110.0,70,0.56,157.14 per litre
 Bunnahabhain 2008,115.0,70,0.52,164.29 per litre
 Caol Ila 2007,118.0,70,0.53,168.57 per litre
Bunnahabhain 18 Year Old,120.0,70,0.46,171.43 per litre
 Caol Ila Unpeated,120.0,70,0.6,171.43 per litre
 Bowmore Tempest 10 Year Old,120.0,70,0.55,171.43 per litre
Oc3 - Elements of Islay,120.0,50,0.6,240 per litre
 Bw7 - Elements of Islay,120.0,50,0.53,240 per litre
 Lagavulin 2001 Distillers Edition,120.0,70,0.43,171.43 per litre
Caol Ila 2001 Distillers Edition,125.0,70,0.43,178.57 per litre
 Lagavulin 12 Year Old,125.0,70,0.58,178.57 per litre
 Octomore Edition 10.1,125.0,70,0.6,178.57 per litre
 Lagavulin 2007,125.0,70,0.56,178.57 per litre
 Octomore Scottish Barley 11.1,125.0,70,0.59,178.57 per litre
Pl6 - Elements of Islay,128.0,50,0.55,256 per litre
 Bruichladdich 10 Year Old,140.0,70,0.46,200 per litre
 Bowmore Tempest 10 Year Old,140.0,70,0.56,200 per litre
 Lagavulin 12 Year Old,140.0,70,0.56,200 per litre
Bw8 - Elements of Islay,140.0,50,0.51,280 per litre
 Bunnahabhain 2005,140.0,70,0.57,200 per litre
 Bunnahabhain 2009,145.0,70,0.52,207.14 per litre
 Laphroaig 2004,145.0,70,0.5,207.14 per litre
Ma1 – Elements of Islay,150.0,50,0.54,300 per litre
Oc4 - Elements of Islay,150.0,50,0.59,300 per litre
 Octomore 10.4,156.0,70,0.64,222.86 per litre
 Octomore 2009,160.0,70,0.54,228.57 per litre
Of The Year 2021 Winners Collection,168.0,215,0.34,78.14 per litre
 Octomore 10.3,172.0,70,0.61,245.71 per litre
 Ardbeg Auriverdes,175.0,70,0.5,250 per litre
 Lp8 - Elements of Islay,175.0,50,0.54,350 per litre
 Octomore 9.3,175.0,70,0.63,250 per litre
 Octomore 2014 Islay Barley 11.3,175.0,70,0.62,250 per litre
Oc6 - Elements of Islay,180.0,50,0.58,360 per litre
 Lagavulin 12 Year Old,185.0,70,0.57,264.29 per litre
Laphroaig 18 Year Old,195.0,70,0.48,278.57 per litre
 Octomore 2010 Edition 07.3,195.0,70,0.63,278.57 per litre
Caol Ila 25 Year Old,199.0,70,0.43,284.29 per litre
 Laphroaig 15 Year Old,199.0,70,0.43,284.29 per litre
 Ardbeg Perpetuum,199.0,70,0.47,284.29 per litre
 Lagavulin 12 Year Old,199.0,70,0.58,284.29 per litre
Peat's Beast 27 Year Old,210.0,70,0.5,300 per litre
 Bruichladdich 15 Year Old,225.0,70,0.4,321.43 per litre
 Lagavulin 12 Year Old,225.0,70,0.54,321.43 per litre
 Ar7 – Elements of Islay,225.0,50,0.56,450 per litre
 Ardbeg Grooves,225.0,70,0.46,321.43 per litre
 Laphroaig 10 Year Old Cask Strength,235.0,70,0.55,335.71 per litre
 Lagavulin 12 Year Old,235.0,70,0.55,335.71 per litre
 Bunnahabhain 1989,235.0,70,0.45,335.71 per litre
 Bunnahabhain 1989,235.0,70,0.4,335.71 per litre
 Port Charlotte 2001,250.0,70,0.64,357.14 per litre
 Bunnahabhain 1997,250.0,70,0.51,357.14 per litre
 Bunnahabhain 1989,255.0,70,0.43,364.29 per litre
 Bruichladdich 1991,265.0,70,0.45,378.57 per litre
 Bunnahabhain 1989,270.0,70,0.43,385.71 per litre
 Bruichladdich 10 Year Old,275.0,75,0.4,366.67 per litre
 Lagavulin 12 Year Old,275.0,70,0.56,392.86 per litre
Bruichladdich Laddie 22 Year Old,275.0,70,0.46,392.86 per litre
Ardbog (Ardbeg),275.0,70,0.52,392.86 per litre
 Bowmore 1997,285.0,70,0.58,407.14 per litre
 Bruichladdich Black Art 8.1,285.0,70,0.45,407.14 per litre
Port Askaig 28 Year Old,295.0,70,0.46,421.43 per litre
Laphroaig 15 Year Old,299.0,70,0.43,427.14 per litre
 Lagavulin 12 Year Old,299.0,70,0.57,427.14 per litre
 Laphroaig 10 Year Old,299.0,50,0.43,598 per litre
 Ardbeg Dark Cove,299.0,70,0.47,427.14 per litre
 Bruichladdich 10 Year Old,299.0,75,0.43,398.67 per litre
 Bunnahabhain 1990,310.0,70,0.54,442.86 per litre
 Ardbeg 1998,325.0,70,0.54,464.29 per litre
 Ardbeg Kildalton,325.0,70,0.46,464.29 per litre
 Bowmore 26 Year Old Wine Cask,299.0,70,0.49,427.14 per litre
 Bowmore 27 Year Old,325.0,50,0.48,650 per litre
 Ardbeg 1998,350.0,70,0.56,500 per litre
 Lagavulin 12 Year Old,350.0,70,0.57,500 per litre
 Laphroaig 10 Year Old Cask Strength,350.0,70,0.58,500 per litre
 Ardbeg Perpetuum,350.0,70,0.49,500 per litre
 Bunnahabhain Moine 1997,350.0,70,0.5,500 per litre
 Bruichladdich Classic Laddie Scottish Barley,355.0,450,0.5,78.89 per litre
 Bunnahabhain 1987,355.0,70,0.48,507.14 per litre
Bunnahabhain 25 Year Old,365.0,70,0.46,521.43 per litre
 Ardbeg 1990,375.0,70,0.46,535.71 per litre
Lagavulin 1996 Distillers Edition,375.0,70,0.43,535.71 per litre
Bowmore 25 Year Old,380.0,70,0.43,542.86 per litre
 Caol Ila 1995,385.0,70,0.54,550 per litre
 Bruichladdich 1990,390.0,70,0.59,557.14 per litre
 Bowmore 1988,395.0,70,0.48,564.29 per litre
 Octomore 5 Year Old,399.0,70,0.59,570 per litre
 Caol Ila 1984,399.0,70,0.46,570 per litre
 Ardbeg Supernova 2019,399.0,70,0.54,570 per litre
 Bruichladdich 1990,399.0,70,0.55,570 per litre
Islay Violets 33 Years Old,399.0,70,0.46,570 per litre
 Bunnahabhain 1987,410.0,70,0.49,585.71 per litre
 Laphroaig 25 Year Old,335.0,70,0.49,478.57 per litre
 Bowmore 2001,420.0,70,0.55,600 per litre
 Lagavulin 1995,425.0,70,0.48,607.14 per litre
 Bowmore 1996,425.0,70,0.53,607.14 per litre
 Laphroaig 25 Year Old,425.0,70,0.51,607.14 per litre
 Laphroaig 27 Year Old,445.0,70,0.42,635.71 per litre
 Laphroaig 10 Year Old Cask Strength,450.0,70,0.58,642.86 per litre
 Ardbeg 1999 Galileo,450.0,70,0.49,642.86 per litre
 Ardbeg 1999 Galileo,450.0,75,0.49,600 per litre
 Bowmore 12 Year Old,475.0,75,0.4,633.33 per litre
 Bruichladdich Centenary (1881-1981),499.0,75,0.43,665.33 per litre
 Lagavulin 12 Year Old,500.0,70,0.58,714.29 per litre
 Ardbeg Supernova,500.0,70,0.59,714.29 per litre
 Ardbeg Supernova,500.0,70,0.6,714.29 per litre
 Caol Ila 1983,500.0,70,0.48,714.29 per litre
 Laphroaig 10 Year Old,500.0,100,0.43,
 Caol Ila 1981,500.0,70,0.55,714.29 per litre
 Bunnahabhain 1989,500.0,70,0.46,714.29 per litre
 Caol Ila 1989,500.0,70,0.42,714.29 per litre
 Laphroaig 1990,500.0,70,0.41,714.29 per litre
Bunnahabhain 30 Year Old,500.0,70,0.46,714.29 per litre
 Laphroaig 28 Year Old,525.0,70,0.44,750 per litre
 Laphroaig 10 Year Old,550.0,70,0.56,785.71 per litre
 Bowmore 12 Year Old,550.0,75,0.43,733.33 per litre
 Laphroaig 10 Year Old,550.0,75,0.56,733.33 per litre
 Laphroaig 10 Year Old,550.0,70,0.56,785.71 per litre
 Laphroaig 1998,550.0,70,0.55,785.71 per litre
 Bruichladdich 27 Year Old,565.0,70,0.5,807.14 per litre
Ardbeg 17 Year Old,600.0,70,0.4,857.14 per litre
Lagavulin 1990 Distillers Edition,600.0,70,0.43,857.14 per litre
 Bowmore 10 Year Old,600.0,75,0.4,800 per litre
 Laphroaig 25 Year Old,600.0,70,0.45,857.14 per litre
 Laphroaig 1991,600.0,70,0.53,857.14 per litre
 Ardbeg Twenty Something,600.0,70,0.46,857.14 per litre
 Bowmore 10 Year Old,600.0,75,0.4,800 per litre
 Caol Ila 1981,600.0,70,0.6,857.14 per litre
 Bunnahabhain 30 Year Old,615.0,70,0.48,878.57 per litre
 Bowmore 30 Year Old,615.0,70,0.46,878.57 per litre
 Lagavulin 1989,650.0,70,0.43,928.57 per litre
 Laphroaig 10 Year Old,650.0,70,0.4,928.57 per litre
 SMWS 53.70 (Caol Ila),650.0,70,0.58,928.57 per litre
 SMWS 53.62 (Caol Ila),650.0,70,0.58,928.57 per litre
 Caol Ila 1984,655.0,70,0.49,935.71 per litre
 Laphroaig 1987,700.0,70,0.63,"1,000 per litre"
 Laphroaig 1984,700.0,70,0.6,"1,000 per litre"
 Bowmore 12 Year Old,700.0,100,0.43,
 Caol Ila 1983,700.0,70,0.55,"1,000 per litre"
 Bowmore 12 Year Old,700.0,100,0.43,
 Laphroaig 10 Year Old,700.0,70,0.43,"1,000 per litre"
 Bruichladdich 1984,700.0,70,0.44,"1,000 per litre"
 Bruichladdich 1985,700.0,70,0.49,"1,000 per litre"
 Bruichladdich 1988,720.0,70,0.46,"1,028.57 per litre"
 Caol Ila 1982,725.0,70,0.51,"1,035.71 per litre"
 Caol Ila 1983,725.0,70,0.53,"1,035.71 per litre"
 Bowmore De Luxe,750.0,75,0.43,"1,000 per litre"
 Port Ellen 1981,750.0,70,0.4,"1,071.43 per litre"
 Port Ellen 1983,750.0,70,0.43,"1,071.43 per litre"
 Octomore 5 Year Old,750.0,70,0.61,"1,071.43 per litre"
 Bowmore 15 Year Old,750.0,75,0.4,"1,000 per litre"
 Port Ellen 1981,750.0,70,0.4,"1,071.43 per litre"
 Laphroaig 10 Year Old,750.0,100,0.56,
 Caol Ila 1976,750.0,70,0.6,"1,071.43 per litre"
 Caol Ila 1979,750.0,70,0.57,"1,071.43 per litre"
 Laphroaig 1998,750.0,70,0.55,"1,071.43 per litre"
 Caol Ila 35 Year Old,775.0,70,0.58,"1,107.14 per litre"
 Caol Ila 1988,775.0,70,0.51,"1,107.14 per litre"
 Lagavulin 16 Year Old,800.0,100,0.43,
 Port Ellen 1980,800.0,70,0.43,"1,142.86 per litre"
 Lagavulin 16 Year Old,800.0,100,0.43,
 Caol Ila 1975,800.0,70,0.58,"1,142.86 per litre"
 Laphroaig 1990,825.0,70,0.54,"1,178.57 per litre"
 Caol Ila 1975,850.0,70,0.61,"1,214.29 per litre"
 Caol Ila 1975,850.0,75,0.61,"1,133.33 per litre"
 Laphroaig 1989,850.0,70,0.5,"1,214.29 per litre"
 Port Ellen 1979,850.0,70,0.4,"1,214.29 per litre"
 Bowmore 21 Year Old,850.0,70,0.43,"1,214.29 per litre"
 Port Ellen 1979,899.0,70,0.43,"1,284.29 per litre"
 Port Ellen 1979,899.0,70,0.43,"1,284.29 per litre"
 Port Ellen 12 Year Old,900.0,70,0.4,"1,285.71 per litre"
 Laphroaig 10 Year Old,900.0,100,0.43,
 Laphroaig 10 Year Old,900.0,100,0.43,
 Ardbeg 1975,900.0,70,0.4,"1,285.71 per litre"
 Port Ellen 1983,950.0,70,0.43,"1,357.14 per litre"
 Port Ellen 1983,950.0,70,0.58,"1,357.14 per litre"
 Laphroaig 1987,950.0,70,0.56,"1,357.14 per litre"
 Port Ellen 1980,950.0,70,0.46,"1,357.14 per litre"
 Port Ellen 1980,950.0,70,0.46,"1,357.14 per litre"
 Port Ellen 1983,950.0,70,0.43,"1,357.14 per litre"
 Caol Ila 15 Year Old,1000.0,75,0.43,"1,333.33 per litre"
 Port Ellen 1982,1000.0,70,0.43,"1,428.57 per litre"
 Port Ellen 1980,1000.0,70,0.46,"1,428.57 per litre"
 Port Ellen 1979,1000.0,70,0.56,"1,428.57 per litre"
 Port Ellen 1980,1000.0,75,0.4,"1,333.33 per litre"
 Bowmore De Luxe,1000.0,100,0.43,
 Laphroaig 30 Year Old,1000.0,70,0.54,"1,428.57 per litre"
 Port Ellen 1980,1000.0,70,0.59,"1,428.57 per litre"
 Laphroaig 10 Year Old,1000.0,75,0.43,"1,333.33 per litre"
 Ardbeg 1992,1000.0,70,0.5,"1,428.57 per litre"
 Port Ellen 14 Year Old,1100.0,70,0.58,"1,571.43 per litre"
 Ardbeg 1991,1100.0,70,0.5,"1,571.43 per litre"
 Ardbeg 26 Year Old,1100.0,70,0.47,"1,571.43 per litre"
 Ardbeg 1974,1100.0,70,0.43,"1,571.43 per litre"
 Ardbeg 1975,1200.0,70,0.43,"1,714.29 per litre"
 Port Ellen 1979,1200.0,70,0.5,"1,714.29 per litre"
 Port Ellen 1979,1200.0,70,0.5,"1,714.29 per litre"
 Laphroaig 10 Year Old,1200.0,70,0.57,"1,714.29 per litre"
 Port Ellen 1979,1200.0,70,0.5,"1,714.29 per litre"
 Port Ellen 1979,1200.0,70,0.5,"1,714.29 per litre"
 Port Ellen 1979,1200.0,70,0.5,"1,714.29 per litre"
 Bunnahabhain 1966,1200.0,70,0.4,"1,714.29 per litre"
 Bunnahabhain 43 Year Old,1200.0,70,0.41,"1,714.29 per litre"
 Port Ellen 1977,1200.0,70,0.6,"1,714.29 per litre"
 Bruichladdich 1966,1250.0,70,0.41,"1,785.71 per litre"
 Laphroaig 15 Year Old,1250.0,75,0.4,"1,666.67 per litre"
 Bunnahabhain 1967,1250.0,70,0.4,"1,785.71 per litre"
 Bunnahabhain 1968,1250.0,70,0.43,"1,785.71 per litre"
 Bunnahabhain 1967,1250.0,75,0.46,"1,666.67 per litre"
 Bruichladdich 1965,1250.0,70,0.42,"1,785.71 per litre"
 Port Ellen 1982,1250.0,70,0.49,"1,785.71 per litre"
 Bruichladdich 1965,1300.0,75,0.49,"1,733.33 per litre"
 Bunnahabhain 44 Years Old,1300.0,70,0.42,"1,857.14 per litre"
 Bunnahabhain 1966,1350.0,70,0.41,"1,928.57 per litre"
 Port Ellen 1974,1350.0,75,0.4,"1,800 per litre"
 Port Ellen 1981,1350.0,70,0.46,"1,928.57 per litre"
 Port Ellen 1979,1350.0,70,0.64,"1,928.57 per litre"
 Bunnahabhain 1966,1350.0,70,0.41,"1,928.57 per litre"
 Bunnahabhain 1966,1350.0,70,0.4,"1,928.57 per litre"
 Bunnahabhain 1966,1350.0,70,0.41,"1,928.57 per litre"
Bowmore Blair Castle Horse Trials 1996,1400.0,70,0.4,"2,000 per litre"
 Port Ellen 1982,1460.0,70,0.48,"2,085.71 per litre"
 Ardbeg 10 Year Old,1500.0,75,0.4,"2,000 per litre"
 Bruichladdich 1966,1500.0,70,0.41,"2,142.86 per litre"
 Caol Ila 20 Year Old,1500.0,70,0.58,"2,142.86 per litre"
 Lagavulin 12 Year Old,1500.0,75,0.43,"2,000 per litre"
 Port Ellen 1979,1500.0,70,0.5,"2,142.86 per litre"
 Port Ellen 1978,1500.0,70,0.55,"2,142.86 per litre"
 Port Ellen 1979,1500.0,70,0.56,"2,142.86 per litre"
 Ardbeg 10 Year Old 'MOR',1500.0,450,0.57,333.33 per litre
 Port Ellen 1982,1500.0,70,0.57,"2,142.86 per litre"
 Port Ellen 1979,1500.0,70,0.52,"2,142.86 per litre"
 Port Ellen 1979,1500.0,70,0.55,"2,142.86 per litre"
 Ardbeg 1975,1500.0,70,0.5,"2,142.86 per litre"
 Ardbeg 1975,1500.0,70,0.5,"2,142.86 per litre"
 Ardbeg 1975,1500.0,70,0.5,"2,142.86 per litre"
 Port Ellen 1979,1500.0,70,0.46,"2,142.86 per litre"
 Laphroaig 10 Year Old,1500.0,100,0.57,
Bowmore Blair Castle Horse Trials 2001,1500.0,70,0.4,"2,142.86 per litre"
 Port Ellen 1982,1500.0,70,0.52,"2,142.86 per litre"
Port Askaig 45 Year Old,1500.0,70,0.41,"2,142.86 per litre"
 Port Ellen 1980,1500.0,70,0.46,"2,142.86 per litre"
 Ardbeg 1978,1500.0,70,0.65,"2,142.86 per litre"
 Ardbeg 10 Year Old,1500.0,75,0.4,"2,000 per litre"
 Port Ellen 1982,1500.0,75,0.5,"2,000 per litre"
 Port Ellen 1978,1500.0,70,0.62,"2,142.86 per litre"
 Port Ellen 1978,1500.0,75,0.5,"2,000 per litre"
 Port Ellen 1982,1500.0,75,0.5,"2,000 per litre"
 Bowmore 1989,1500.0,70,0.45,"2,142.86 per litre"
 Laphroaig 10 Year Old,1500.0,70,0.57,"2,142.86 per litre"
 Laphroaig 15 Year Old,1500.0,75,0.43,"2,000 per litre"
 Bowmore 1974,1500.0,70,0.51,"2,142.86 per litre"
 Laphroaig 15 Year Old,1500.0,75,0.43,"2,000 per litre"
 Caol Ila 40 Year Old,1600.0,70,0.45,"2,285.71 per litre"
Bruichladdich 1970,1650.0,70,0.44,"2,357.14 per litre"
Bunnahabhain 1963,1750.0,70,0.43,"2,500 per litre"
 Port Ellen 1979,1750.0,70,0.5,"2,500 per litre"
 Port Ellen 1978,1750.0,70,0.61,"2,500 per litre"
 Bunnahabhain Canasta 1980,1750.0,70,0.49,"2,500 per litre"
 Bunnahabhain 40 Year Old,1750.0,70,0.42,"2,500 per litre"
Bunnahabhain 1963,1750.0,70,0.43,"2,500 per litre"
 Port Ellen 1978,1900.0,70,0.59,"2,714.29 per litre"
 Port Ellen 1979,1900.0,70,0.57,"2,714.29 per litre"
 Port Ellen 1978,1900.0,70,0.56,"2,714.29 per litre"
Bowmore Horse Trials 1996,1999.0,70,0.4,"2,855.71 per litre"
 Ardbeg 25 Year Old,2000.0,70,0.46,"2,857.14 per litre"
 Port Ellen 1978,2000.0,70,0.59,"2,857.14 per litre"
 Port Ellen 1979,2000.0,70,0.57,"2,857.14 per litre"
 Port Ellen 1979,2000.0,70,0.57,"2,857.14 per litre"
 Port Ellen 1979,2000.0,70,0.46,"2,857.14 per litre"
 Port Ellen 1978,2000.0,70,0.54,"2,857.14 per litre"
 Port Ellen 1979,2000.0,70,0.54,"2,857.14 per litre"
 Laphroaig 10 Year Old,2000.0,75,0.43,"2,666.67 per litre"
 Port Ellen 1978,2000.0,70,0.55,"2,857.14 per litre"
 Port Ellen 1979,2000.0,70,0.58,"2,857.14 per litre"
 Bowmore 1980,2000.0,70,0.47,"2,857.14 per litre"
 Port Ellen 1978,2000.0,70,0.55,"2,857.14 per litre"
 Laphroaig 10 Year Old,2000.0,100,0.43,
 Laphroaig 1973,2000.0,75,0.4,"2,666.67 per litre"
 Bruichladdich 1984,2000.0,70,0.46,"2,857.14 per litre"
 Port Ellen 1982,2200.0,70,0.58,"3,142.86 per litre"
Bowmore Mizunara Cask Finish,2250.0,70,0.54,"3,214.29 per litre"
 Port Ellen 25 Year Old,2250.0,70,0.56,"3,214.29 per litre"
 Laphroaig 15 Year Old,2250.0,75,0.43,"3,000 per litre"
 Port Ellen 1983,2400.0,70,0.54,"3,428.57 per litre"
 Bunnahabhain 1965,2500.0,70,0.54,"3,571.43 per litre"
 Bunnahabhain 1966,2500.0,70,0.46,"3,571.43 per litre"
Laphroaig 30 Year Old,2500.0,75,0.43,"3,333.33 per litre"
 Ardbeg 1975,2500.0,70,0.46,"3,571.43 per litre"
 Ardbeg 1975,2500.0,70,0.58,"3,571.43 per litre"
 Port Ellen 1978,2500.0,70,0.55,"3,571.43 per litre"
 Ardbeg 1973,2500.0,75,0.46,"3,333.33 per litre"
Laphroaig 30 Year Old,2500.0,70,0.43,"3,571.43 per litre"
 Ardbeg 1972,2500.0,75,0.43,"3,333.33 per litre"
 Port Ellen 1983,2500.0,70,0.54,"3,571.43 per litre"
 Port Ellen 1982,2500.0,70,0.62,"3,571.43 per litre"
 Bowmore Sherriff's,2500.0,37.8,0.4,"6,613.76 per litre"
 Ardbeg 1975,2500.0,70,0.47,"3,571.43 per litre"
 Port Ellen 1978,2600.0,70,0.55,"3,714.29 per litre"
 Port Ellen 1979,2750.0,70,0.53,"3,928.57 per litre"
 Lagavulin 12 Year Old,2750.0,75,0.43,"3,666.67 per litre"
 Port Ellen 1978,2750.0,70,0.56,"3,928.57 per litre"
 Port Ellen 1978,2750.0,70,0.55,"3,928.57 per litre"
 Bowmore 1970,2750.0,70,0.43,"3,928.57 per litre"
 Port Ellen 1979,2875.0,70,0.51,"4,107.14 per litre"
 Ardbeg 1973,3000.0,70,0.5,"4,285.71 per litre"
 Ardbeg 1976,3000.0,70,0.56,"4,285.71 per litre"
 Lagavulin 12 Year Old,3000.0,75,0.43,"4,000 per litre"
Laphroaig 1976,3000.0,75,0.43,"4,000 per litre"
 Laphroaig 1977,3000.0,75,0.43,"4,000 per litre"
 Ardbeg 1973,3000.0,70,0.5,"4,285.71 per litre"
Laphroaig 1976,3000.0,75,0.43,"4,000 per litre"
 Lagavulin 12 Year Old,3000.0,75,0.43,"4,000 per litre"
 SMWS 33.21 (Ardbeg),3000.0,70,0.63,"4,285.71 per litre"
 Bowmore 30 Year Old,3500.0,70,0.43,"5,000 per litre"
 Caol Ila 1966,3500.0,70,0.4,"5,000 per litre"
 Lagavulin 1985,3500.0,70,0.56,"5,000 per litre"
 Bowmore 30 Year Old,3500.0,70,0.43,"5,000 per litre"
